input,reference,prediction,bleu,rouge1,rouge2,rougeL,distinct1,distinct2,latency_sec
I had a lot of debts,That is unfortunate. How did you accumulate such debt?,I understand. Can you tell me more about how you feel?,0.018850319022747353,0.19999999999999998,0.0,0.19999999999999998,0.9090909090909091,0.9090909090909091,0.0
Because of this covid situation,That's tough. It has personally affect me as well as my financial health as well. I know the frustration.,I understand. Can you tell me more about how you feel?,0.010832424511493322,0.12903225806451613,0.0,0.06451612903225806,0.9090909090909091,0.9090909090909091,0.0
So please tell me some advice,Well to do so I need a little more information. Have you already taken any steps to help your situation?,I understand. Can you tell me more about how you feel?,0.010946295538305204,0.19354838709677416,0.0,0.19354838709677416,0.9090909090909091,0.9090909090909091,0.0
yes I arranged a loan in a bank,Okay that is an excellent start. Now to avoid another debt later on. Do you have a job to work with the payments to pay back the loan?,I understand. Can you tell me more about how you feel?,0.004019169513391414,0.05128205128205127,0.0,0.05128205128205127,0.9090909090909091,0.9090909090909091,0.0
yes I works in a broad wide company. So I will manage,If I may offer a suggestion. Have you thought of contacting a debt relief program? In some cases they can substantially reduce debt to something much more manageable.,I understand. Can you tell me more about how you feel?,0.005289524550225357,0.2051282051282051,0.0,0.15384615384615383,0.9090909090909091,0.9090909090909091,0.0
Hello.,How r u,I understand. Can you tell me more about how you feel?,0.0,0.14285714285714288,0.0,0.14285714285714288,0.9090909090909091,0.9090909090909091,0.0
Not doing too well.,What is your day like,I understand. Can you tell me more about how you feel?,0.0,0.0,0.0,0.0,0.9090909090909091,0.9090909090909091,0.0
Bleak and depressing.  How is yours going?,What seems to be the issue,I understand. Can you tell me more about how you feel?,0.0,0.0,0.0,0.0,0.9090909090909091,0.9090909090909091,0.0
My girlfriend left me and I am all alone.,That is rough. How long ago,I understand. Can you tell me more about how you feel?,0.0,0.11764705882352942,0.0,0.11764705882352942,0.9090909090909091,0.9090909090909091,0.0
This happened nine days ago.  I haven't been able to sleep or eat very well this whole time.,I can assume that the relationship was for awhile,I understand. Can you tell me more about how you feel?,0.018850319022747353,0.19999999999999998,0.0,0.19999999999999998,0.9090909090909091,0.9090909090909091,0.0
We were together for six and a half years.,Breakups are hard especially when you have been together for awhile,I understand. Can you tell me more about how you feel?,0.018850319022747353,0.09090909090909091,0.0,0.09090909090909091,0.9090909090909091,0.9090909090909091,0.0
"Yes, and I think I will miss the pegging the most.  No one can do it better or harder than her.",That was along time. 6 years. WAs the breakup sudden or had it gradually happened over time,I understand. Can you tell me more about how you feel?,0.0,0.0,0.0,0.0,0.9090909090909091,0.9090909090909091,0.0
"It was probably gradual, but it seemed like all of a sudden at the end.",had there been any disagreements,I understand. Can you tell me more about how you feel?,0.0,0.0,0.0,0.0,0.9090909090909091,0.9090909090909091,0.0
Pegging is when she puts on a strap on and pleasures me from behind.  It is definitely a niche fetish.,R u a female,I understand. Can you tell me more about how you feel?,0.0,0.0,0.0,0.0,0.9090909090909091,0.9090909090909091,0.0
"No I am a male.  But please don't judge me, I am very fragile right now.",i am not judging you in anyway. Helps me better understand,I understand. Can you tell me more about how you feel?,0.022416933501922302,0.36363636363636365,0.0,0.2727272727272727,0.9090909090909091,0.9090909090909091,0.0
There were other women and men that she would bring home for us to have threesomes with.  It made me feel like she was in power.,sounds like you both had a solid relationship,I understand. Can you tell me more about how you feel?,0.018850319022747353,0.10526315789473685,0.0,0.10526315789473685,0.9090909090909091,0.9090909090909091,0.0
Very solid like a rock.  I feel like you are mocking me now.  Are you a man or woman?,Was she domineering in the relationship she felt she needed control,I understand. Can you tell me more about how you feel?,0.0,0.0,0.0,0.0,0.9090909090909091,0.9090909090909091,0.0
"Yes, but I wanted her to be domineering, that is how I like it.",Just need to better understand so I can talk better,I understand. Can you tell me more about how you feel?,0.018850319022747353,0.28571428571428564,0.0,0.1904761904761905,0.9090909090909091,0.9090909090909091,0.0
You there?,"Hi  I stepped out, how are you?",I understand. Can you tell me more about how you feel?,0.022416933501922302,0.33333333333333326,0.0,0.33333333333333326,0.9090909090909091,0.9090909090909091,0.0
I'm okay I guess. How are you?,"Good, I am good.  Is there anything I can be of an assistence today?",I understand. Can you tell me more about how you feel?,0.014350755161376995,0.16,0.0,0.16,0.9090909090909091,0.9090909090909091,0.0
I don't know. I've been dealing with a lot this last month.,I feel you. You might be just feeling a little tired.,I understand. Can you tell me more about how you feel?,0.018850319022747353,0.36363636363636365,0.0,0.36363636363636365,0.9090909090909091,0.9090909090909091,0.0
"Ha I'm a mother of two small children, I'm always tired lol",Mom of 2 kids! You must be super busy.,I understand. Can you tell me more about how you feel?,0.0,0.09999999999999999,0.0,0.09999999999999999,0.9090909090909091,0.9090909090909091,0.0
I'm always busy im surprised i can sit down to do this lol,"Oh well, it is a small gift then. I hope you can utilize this nice time",I understand. Can you tell me more about how you feel?,0.014228844094632594,0.2222222222222222,0.0,0.14814814814814814,0.9090909090909091,0.9090909090909091,0.0
Yes I am thankful for every moment of peace. Idk honestly it always varies on how long my autistic toddler stays occupied XD,"It is so adorable when toddlers are occupied with something, like playing with toys. I might feel worried if my free time lasts long, becuause it is so unusual!",I understand. Can you tell me more about how you feel?,0.0036699065615375323,0.1,0.0,0.1,0.9090909090909091,0.9090909090909091,0.0
"Exactly, when it gets quiet it gets suspicious XD Right now my little girl has her woody doll and bo peep doll making them kiss while she watches sherk lol. My 8 years old is engrossed in his cellphone.","haha, I cannot help smiling when picturing them. Are you seeing them over an indoor surveillance camera ?",I understand. Can you tell me more about how you feel?,0.011863340284736726,0.14285714285714285,0.0,0.14285714285714285,0.9090909090909091,0.9090909090909091,0.0
No my little ones stay in the room around me. They feel insecure since their father walked out on us. So they tend to stick as close to me as possible lately.,"Ok you are around them really close. Oh well, these days single parent is becoming more popular, don't worry. Some kids have 2 parents and some don't, I hope kids will learn that.",I understand. Can you tell me more about how you feel?,0.003357453870906748,0.13043478260869562,0.0,0.08695652173913043,0.9090909090909091,0.9090909090909091,0.0
Yea one of the flaws with my marriage. I stayed so they would have both parents. Now they dont. I just hope ill be able to teach them and raise them on my own.,"I am sorry that you had to go through this, but I believe you will be able to. Raising two kids, not one, sounds tough but it maybe good for them just to have you, not you and him.",I understand. Can you tell me more about how you feel?,0.0019459073355995288,0.12000000000000001,0.0,0.12000000000000001,0.9090909090909091,0.9090909090909091,0.0
Hi! I am trying to find a new job for long time. There is no success in it,I feel bad for you.,That sounds like a difficult situation. What do you think you can do next?,0.0,0.10526315789473682,0.0,0.10526315789473682,0.8571428571428571,0.9285714285714286,0.0
I am not a good driver,What do you find are your top skill sets?,I understand. Can you tell me more about how you feel?,0.018850319022747353,0.09999999999999999,0.0,0.09999999999999999,0.9090909090909091,0.9090909090909091,0.0
I was working in an IT company as a program analyst,That is good that you have a good skill set that allows you to find something in the same field of IT.,I understand. Can you tell me more about how you feel?,0.00824672896946456,0.12121212121212123,0.0,0.12121212121212123,0.9090909090909091,0.9090909090909091,0.0
I am really having hard time to get one,How so? What is the specific difficulty? Is it with your resume?,I understand. Can you tell me more about how you feel?,0.0,0.08695652173913043,0.0,0.08695652173913043,0.9090909090909091,0.9090909090909091,0.0
The reason is recession or might be COVID.,Any other questions or concerns that you may have for me?,I understand. Can you tell me more about how you feel?,0.018850319022747353,0.18181818181818182,0.0,0.18181818181818182,0.9090909090909091,0.9090909090909091,0.0
I am stressed,"Well, how do you adapt to the work issue? Do you like dogs? There are opportunities for dog walkers.",I understand. Can you tell me more about how you feel?,0.011988048353388247,0.19999999999999998,0.0,0.13333333333333333,0.9090909090909091,0.9090909090909091,0.0
I don't have any pet so no experience with it,"When I get stressed, I try to do vigorous exercises with pushups, chin ups, sit ups or walking fast.",I understand. Can you tell me more about how you feel?,0.009108946940221201,0.06666666666666667,0.0,0.06666666666666667,0.9090909090909091,0.9090909090909091,0.0
"I am not worried financially . I am feeling depressed by trying again and agian, never happened with me before",Losing a job? It never happened for you before?,I understand. Can you tell me more about how you feel?,0.018850319022747353,0.09999999999999999,0.0,0.09999999999999999,0.9090909090909091,0.9090909090909091,0.0
"There are recreational parks, and trails near by",I would join a support group for those people who need support and want to change careers.,I understand. Can you tell me more about how you feel?,0.010925235453748463,0.07142857142857142,0.0,0.07142857142857142,0.9090909090909091,0.9090909090909091,0.0
I love my career just getting bit demotivated,"Well, what other questions or concerns do you have for me?",I understand. Can you tell me more about how you feel?,0.018850319022747353,0.18181818181818182,0.0,0.18181818181818182,0.9090909090909091,0.9090909090909091,0.0
That was all! Thanks for all your support,I feel that you have really expressed the important things in your life that you need to. I am proud of you.,I understand. Can you tell me more about how you feel?,0.009126505847175293,0.24242424242424246,0.0,0.1818181818181818,0.9090909090909091,0.9090909090909091,0.0
Have a wonderful New Year ahead! Bye,I felt good to help you in December 2020.,I understand. Can you tell me more about how you feel?,0.022416933501922302,0.19999999999999998,0.0,0.19999999999999998,0.9090909090909091,0.9090909090909091,0.0
I do not know how to tell my husband that I am lonely and I want out of the marriage,"Oh, that sure is a heavy subject and a heavy thing to be on your mind.",I understand. Can you tell me more about how you feel?,0.0,0.0,0.0,0.0,0.9090909090909091,0.9090909090909091,0.0
He is not one you can talk to he usually just brushes things off,So you have tried to discuss your loneliness with your husband before?,I understand. Can you tell me more about how you feel?,0.017212239801819764,0.08695652173913043,0.0,0.08695652173913043,0.9090909090909091,0.9090909090909091,0.0
"Yes he tells me it’s just in my head and I could just go out with him, but he drinks then to much so I do not like going out with him",I am sure that is frustrating! Does he drink at home as well or just when you go out?,I understand. Can you tell me more about how you feel?,0.010832424511493322,0.13333333333333333,0.0,0.13333333333333333,0.9090909090909091,0.9090909090909091,0.0
And he hangs with some obnoxious people,Would a date night at home with take-out and a movie just the two of you be an option?,I understand. Can you tell me more about how you feel?,0.009108946940221201,0.06451612903225806,0.0,0.06451612903225806,0.9090909090909091,0.9090909090909091,0.0
"He would go to sleep , and then he thinks I am crazy he says we are no kids anymore that need to go on a date we are married",Do you think you both might be open to talking to a marriage counselor?,I understand. Can you tell me more about how you feel?,0.01706602014357155,0.16,0.0,0.16,0.9090909090909091,0.9090909090909091,0.0
I turned this situation in every direction and I just am not able to find a solution,"Well, what about you finding a counselor for yourself who could help you with your own self-care? Perhaps it could be a start and then he/she could help you end your marriage if you still want to.",I understand. Can you tell me more about how you feel?,0.002333913673240138,0.12000000000000001,0.0,0.08,0.9090909090909091,0.9090909090909091,0.0
Maybe you are right  I might get then some self esteem as well again,I know from experience that our self esteem suffers when we're in an unhappy marriage. It takes a lot of courage to seek help so I applaud you!,I understand. Can you tell me more about how you feel?,0.004019169513391414,0.1,0.0,0.1,0.9090909090909091,0.9090909090909091,0.0
Thank you you are very kind,I'm glad I could help and I wish you the best of luck!,I understand. Can you tell me more about how you feel?,0.018690183721524995,0.16,0.0,0.16,0.9090909090909091,0.9090909090909091,0.0
"I'm, okay, thanks, and you?  I'm feeling a bit down because I'm alone for the holidays.","Well that's no good, does your family live far away?",I understand. Can you tell me more about how you feel?,0.0,0.0,0.0,0.0,0.9090909090909091,0.9090909090909091,0.0
"Yes, my family is scattered all over the country, like Seattle, Georgia, PA.  I'm sure I'm not the only one with no plans this weekend, though.","True but I can understand that, it is hard being alone at the holidays.",I understand. Can you tell me more about how you feel?,0.014350755161376995,0.23999999999999996,0.0,0.16,0.9090909090909091,0.9090909090909091,0.0
No.  My nearby friends all went away for the holidays.  I could probably just occupy my time with things I need or want to do in order to distract myself.,What kind of hobbies do you have?,I understand. Can you tell me more about how you feel?,0.018850319022747353,0.1111111111111111,0.0,0.1111111111111111,0.9090909090909091,0.9090909090909091,0.0
I'm teaching myself the piano.  I'm also teaching myself  how to work a stenography machine for possible future employment as a stenographer.  I also like to read novels.,I have never understood how those work..I find it amazing someone can type out whole words or sentences with one word,I understand. Can you tell me more about how you feel?,0.009031565546286669,0.1818181818181818,0.0,0.12121212121212123,0.9090909090909091,0.9090909090909091,0.0
"Yeah, it's pretty cool.  For example, if I hit DRAT in one stroke, then ""Did there come a time"" will appear in English on my machine's  LCD screen.","Wow that is crazy, I don't understand how that works, is it preprogrammed or does it go by how the word sounds?",I understand. Can you tell me more about how you feel?,0.00824672896946456,0.1764705882352941,0.0,0.1764705882352941,0.9090909090909091,0.9090909090909091,0.0
"Each stenographer has their own ""Personal Dictionary"" which is a list of words in English along with how you in particular write out those words or phrases in steno.  This dictionary is present within the actual steno machine after you transfer it from your laptop to the machine via cable or wifi.  Thus your machine then knows how you write out words in particular and how to translate those words from steno to English - each stenographer writes a little differently.","OK that makes sense, so you basically program it as the user. I take it your stenography machine becomes pretty close to you lol",I understand. Can you tell me more about how you feel?,0.0076092508819126,0.17142857142857143,0.0,0.1142857142857143,0.9090909090909091,0.9090909090909091,0.0
"Yes, exactly!  And it's very important to back up your personal dictionary to the cloud or a seperate drive so that you don't lose it in a hard-drive crash.  A lot of work goes into creating that dictionary!  No, it's happened before, being along for the holidays; but you've helped to cheer me up, so thanks!","No problem, I hope I have made your day a little better!",I understand. Can you tell me more about how you feel?,0.017212239801819764,0.08695652173913043,0.0,0.08695652173913043,0.9090909090909091,0.9090909090909091,0.0
"You have, thanks!  Did you do anything special?",Have a good rest of this year and don't forget to make your New Year's resolution!,I understand. Can you tell me more about how you feel?,0.0,0.0,0.0,0.0,0.9090909090909091,0.9090909090909091,0.0
"I will do that - you too.  Thanks, again...","Not really, stayed home lol... Have a good one!",I understand. Can you tell me more about how you feel?,0.0,0.0,0.0,0.0,0.9090909090909091,0.9090909090909091,0.0
You too... bye now...,Good day!,I understand. Can you tell me more about how you feel?,0.0,0.0,0.0,0.0,0.9090909090909091,0.9090909090909091,0.0
Hope you are doing well,"i'm good, what is troubling you this afternoon?",I understand. Can you tell me more about how you feel?,0.018850319022747353,0.19999999999999998,0.0,0.19999999999999998,0.9090909090909091,0.9090909090909091,0.0
I am not happy with my friends. They were trying to let me down,"if i get you clearly, you mean your friend disappointed you. how?",I understand. Can you tell me more about how you feel?,0.0204689180374571,0.34782608695652173,0.0,0.2608695652173913,0.9090909090909091,0.9090909090909091,0.0
Yes. There were a argument between two of my friend while trying to resolve the issue they all started targeting me.,i have a hard time with my friends too sometimes,I understand. Can you tell me more about how you feel?,0.0,0.09523809523809525,0.0,0.09523809523809525,0.9090909090909091,0.9090909090909091,0.0
Then what you do at that time,"i used to give them time to cool off, when they are back to their senses, they will contact me and apologize",I understand. Can you tell me more about how you feel?,0.006934644827991705,0.12121212121212123,0.0,0.12121212121212123,0.9090909090909091,0.9090909090909091,0.0
"I was trying to stop the fight, I just said bit loud , ""Stop  all this  nonsense at my place."" Then they all started backfiring me.","oh,jst give them time to reflect on what happen, they will definitely reach out to you, but you also have to make an effort to forgo the situation because they see you raising your voice on them as a sign of command of seniority.",I understand. Can you tell me more about how you feel?,0.0011160734008580655,0.07142857142857142,0.0,0.07142857142857142,0.9090909090909091,0.9090909090909091,0.0
I feel like they are not my true friends. you are right I should give them time to realize their mistakes,"exactly, that will also gives you the necessary time to know how to react to their forthcoming apologies",I understand. Can you tell me more about how you feel?,0.011863340284736726,0.13793103448275862,0.0,0.13793103448275862,0.9090909090909091,0.9090909090909091,0.0
Thanks for all your suggestions. I would try to implement on it.,"even if they haven't reach out, that doesn't mean they are not sorry",I understand. Can you tell me more about how you feel?,0.0,0.0,0.0,0.0,0.9090909090909091,0.9090909090909091,0.0
have a wonderful New Year! Bye,"yes, give them time",I understand. Can you tell me more about how you feel?,0.0,0.0,0.0,0.0,0.9090909090909091,0.9090909090909091,0.0
I recently lost my job due to Covid 19 and I'm scared.,When did you lose your job?,That sounds like a difficult situation. What do you think you can do next?,0.01428363257865929,0.1,0.0,0.1,0.8571428571428571,0.9285714285714286,0.0
About 2 weeks ago.,"I feel bad for you, but there are options.",I understand. Can you tell me more about how you feel?,0.018850319022747353,0.3,0.0,0.19999999999999998,0.9090909090909091,0.9090909090909091,0.0
What do you recommend?,I suggest working on your resume and hitting job boards.,I understand. Can you tell me more about how you feel?,0.018850319022747353,0.09523809523809525,0.0,0.09523809523809525,0.9090909090909091,0.9090909090909091,0.0
I've never used one before.,Was it just you that lost the job or a whole unit/department?,I understand. Can you tell me more about how you feel?,0.017212239801819764,0.08333333333333334,0.0,0.08333333333333334,0.9090909090909091,0.9090909090909091,0.0
It was jus tme,Google your past job title title and add openings.,I understand. Can you tell me more about how you feel?,0.0,0.0,0.0,0.0,0.9090909090909091,0.9090909090909091,0.0
"I worked in a restaurant as a server.  I don't have any other formal job training, I'm not sure what else I can do.","May I suggest Uber, Lyft, Door Dash or Grub Hub or Uber Eats?",That sounds like a difficult situation. What do you think you can do next?,0.0,0.0,0.0,0.0,0.8571428571428571,0.9285714285714286,0.0
Wow I never thought of that.  I do have a car and I could probably deliver.  I wonder how safe that is though.,I read that all you need is to wear a mask as you drive around to put up and deliver food to the masses.,I understand. Can you tell me more about how you feel?,0.0076092508819126,0.17142857142857143,0.0,0.17142857142857143,0.9090909090909091,0.9090909090909091,0.0
Ok I will check into food delivery!,You can also send out flyers to do dog walking in the neighborhood.,I understand. Can you tell me more about how you feel?,0.0,0.16666666666666669,0.0,0.08333333333333334,0.9090909090909091,0.9090909090909091,0.0
Unfortunately I am allergic to dogs,Or are you a cat person?,I understand. Can you tell me more about how you feel?,0.018850319022747353,0.11764705882352942,0.0,0.11764705882352942,0.9090909090909091,0.9090909090909091,0.0
No I can't be around cats either,I feel that you seem to be taking to food delivery.,I understand. Can you tell me more about how you feel?,0.022416933501922302,0.2727272727272727,0.0,0.18181818181818182,0.9090909090909091,0.9090909090909091,0.0
That is good to hear!,You seem to be a real go-getter from the short conversation that we have had so far.,I understand. Can you tell me more about how you feel?,0.0,0.06896551724137931,0.0,0.06896551724137931,0.9090909090909091,0.9090909090909091,0.0
Thank you.  You have made me see that my situation is not as hopeless as I thought!,"I worked in the restaurant business about a decade ago, but restaurants need so many people to deliver their food.",I understand. Can you tell me more about how you feel?,0.009891094580518088,0.12903225806451613,0.0,0.12903225806451613,0.9090909090909091,0.9090909090909091,0.0
"Yes, I bet they do, and especially now during Covid!","I feel that if you start applying now for those jobs and you have a decent car, there is plenty of opportunity to make money with Grub Hub and Uber Eats",I understand. Can you tell me more about how you feel?,0.00402691708552917,0.19047619047619047,0.0,0.14285714285714285,0.9090909090909091,0.9090909090909091,0.0
"Yes, I really think you are correct!  thank you so very much for your help today!","The survivor rate from COVID-19 infections is around 99%, so your chances of dying from the virus are still low.",I understand. Can you tell me more about how you feel?,0.0,0.0,0.0,0.0,0.9090909090909091,0.9090909090909091,0.0
"Yes, this is very true!",I suggest taking Vitamin D3 and Zinc to protect against the virus.  I take a ton of vitamins.,I understand. Can you tell me more about how you feel?,0.009975840318370089,0.06896551724137931,0.0,0.06896551724137931,0.9090909090909091,0.9090909090909091,0.0
Do you?  I think I will try them too.,They say that the immune system can combat a lot of nasty crud if it is strong.,I understand. Can you tell me more about how you feel?,0.0,0.07142857142857142,0.0,0.07142857142857142,0.9090909090909091,0.9090909090909091,0.0
yes for sure!,It's really great that you are on here seeking the information that you need.  It is important to communicate effectively.,I understand. Can you tell me more about how you feel?,0.009891094580518088,0.125,0.0,0.125,0.9090909090909091,0.9090909090909091,0.0
I am not good at all,I seems like you are not feeling well. Am I correct?,I understand. Can you tell me more about how you feel?,0.022416933501922302,0.2727272727272727,0.0,0.2727272727272727,0.9090909090909091,0.9090909090909091,0.0
"Not about feeling well, it is about layoff from my job",Sorry to hear about it. Due to COVID most of us are trap with certain problem,That sounds like a difficult situation. What do you think you can do next?,0.0,0.0,0.0,0.0,0.8571428571428571,0.9285714285714286,0.0
It very serious here in my company firstly it was cut off and now it is layoff,It's really hard time but we should keep hopes. It will end soon,I understand. Can you tell me more about how you feel?,0.0,0.0,0.0,0.0,0.9090909090909091,0.9090909090909091,0.0
