input,reference,prediction,bleu,rouge1,rouge2,rougeL,distinct1,distinct2,latency_sec,agent_emotion,tone,gesture
"ANd, no. We haven't broken up yet.",Ah I totally hear you .. the old 'we're getting divorced' line. I've been in that one! You are well out of this.,"I'm really sorry to hear that you're feeling this way. It sounds like you're going through a tough time. If you want to talk about what's on your mind, I'm here for you.",0.007434360163166208,0.2580645161290323,0.0,0.1935483870967742,0.9090909090909091,0.9696969696969697,0.9725503921508789,sad,gentle,slow_head_tilt
He has such pretty words.,From personal experience I think that if they say they're going to get divorced and then drag their feet it is never going to happen.,"It sounds like those words might have a special meaning for you. Sometimes, beautiful words can really touch our hearts, but they can also remind us of deeper feelings. It’s okay to feel sad about that. If you want to share more, I'm here to listen.",0.0052608684749981885,0.1891891891891892,0.02777777777777778,0.10810810810810811,0.9130434782608695,0.9782608695652174,2.0375421047210693,sad,gentle,slow_head_tilt
My stupid emotions are clouding things.,"Well, if you were to give him an ultimatum what do you think he would say?","I'm really sorry to hear that you're feeling this way. Emotions can be really overwhelming and confusing at times. It's okay to feel sad, and it's important to acknowledge those feelings. You're not alone in this, and it's perfectly normal to have moments when everything feels a bit too much. If you want to talk more about what you're going through, I'm here to listen.",0.003686157786230468,0.11235955056179775,0.022988505747126436,0.11235955056179775,0.8307692307692308,0.9692307692307692,1.9618048667907715,sad,gentle,slow_head_tilt
Too soon to tell.,I can tell that you feel that you are being cheated here. I can't tell you what to do but don't you think you deserve better?,"It sounds like you're going through a tough time, and it's completely okay to feel that way. Sometimes, things can be overwhelming, and it's hard to see the way forward. If you want to talk about it, I'm here to listen.",0.011976212358012274,0.24657534246575344,0.028169014084507043,0.1643835616438356,0.8780487804878049,0.9512195121951219,1.578472375869751,sad,gentle,slow_head_tilt
I guess that's what I'm trying to figure out. Should I give him time to prove himself now that he's backed into a corner.,It's not for me to say but I wonder if he's really going to change as he has not already.,"It sounds like you're in a really tough situation, and it's understandable to feel uncertain about what to do next. Giving someone time to prove themselves can be a difficult decision, especially when emotions are involved. It’s okay to take the time you need to evaluate what feels right for you. Remember to prioritize your own feelings and well-being in this process.",0.004157514774097771,0.1590909090909091,0.023255813953488372,0.11363636363636363,0.8387096774193549,0.9838709677419355,1.7310161590576172,sad,gentle,slow_head_tilt
I agree with you. It's one of my fears.,How do your children feel about this? And his?,"I understand that fear can be really overwhelming at times. It’s completely normal to feel that way, and it’s okay to talk about it. You're not alone in this. What specifically worries you the most?",0.0063161840849674045,0.1702127659574468,0.0,0.12765957446808512,0.9428571428571428,0.9714285714285714,1.1775531768798828,sad,gentle,slow_head_tilt
His kids actually asked if they could come live with me while he and his (ex?) figured their shit out.,"Yes, I can imagine that it is. It is always really difficult when children are involved. I know you would not want your children to be hurt",That sounds like a really tough situation. It must be hard to see the kids in such a difficult place. It's understandable that they would want to find some stability and comfort during this time. How are you feeling about it all?,0.007999424336301148,0.3142857142857143,0.0,0.17142857142857143,0.9523809523809523,0.9761904761904762,1.5377185344696045,sad,gentle,slow_head_tilt
"Indeed I don't, you're right.",I hear you. Covid has disrupted the whole world so might this year! I can't wait for it to be over.,I'm really sorry to hear that you're feeling this way. It's tough to feel uncertain or lost. I'm here for you if you want to talk about what's on your mind.,0.008531104334876973,0.27586206896551724,0.0,0.2413793103448276,0.8709677419354839,0.967741935483871,1.0968670845031738,sad,gentle,slow_head_tilt
But now it seems like it will hurt them if I break up with him.,But it will hurt them more the longer the situation goes on :(,"I can understand why you're feeling this way. It's really tough to think about the impact your decision might have on someone you care about. It's natural to feel sadness and conflict when you're faced with such a difficult choice. Remember, it's important to also consider your own feelings and well-being in the situation. You're not alone in feeling this way, and it's okay to prioritize what feels right for you.",0.003367842053959438,0.1098901098901099,0.02247191011235955,0.0879120879120879,0.8169014084507042,0.971830985915493,1.8741865158081055,sad,gentle,slow_head_tilt
And this is all a part of why this is not a simple situation.,Well it surely could not be worse :),"I can understand how complicated and overwhelming things must feel for you right now. It’s okay to feel this way, and it’s important to acknowledge that these situations can be really tough to navigate. If you want to share more about what’s going on, I’m here to listen.",0.0038253628844009133,0.06779661016949154,0.0,0.06779661016949154,0.8333333333333334,0.9791666666666666,1.2864418029785156,sad,gentle,slow_head_tilt
"She lives in her bedroom. Only comes out to work two nights a week. DOesn't want to have anything to do with her kids (5, 9, 11, 13)",(sorry was afk let me catch up),"It sounds like a really tough situation for both her and the kids. It must be heartbreaking to see someone you care about struggle and withdraw like that. It’s understandable to feel sad about it, especially when children are involved. If you’re feeling overwhelmed, it’s okay to reach out for support too. You don’t have to face this alone.",0.0,0.0,0.0,0.0,0.864406779661017,0.9830508474576272,2.691957473754883,sad,gentle,slow_head_tilt
And she and my BF have been living that way for three years. Over a year before I even met him.,Is it possible she is suffering from depression?,"I'm really sorry to hear that you're going through this. It must be incredibly tough to feel like you're in a complicated situation like that, especially knowing they've had that history for so long. It's completely understandable to feel sad about it. If you want to talk more about how you're feeling or what you're going through, I'm here for you.",0.0,0.025974025974025972,0.0,0.025974025974025972,0.7868852459016393,0.9508196721311475,1.4824473857879639,sad,gentle,slow_head_tilt
I would all but guarantee it.,It just worries me that he might treat you the same way if you were ever in the same position,"It sounds like you're going through something difficult. If you want to share more about what's on your mind, I'm here to listen and support you.",0.008640609739997756,0.16326530612244897,0.0425531914893617,0.16326530612244897,0.9615384615384616,0.9615384615384616,1.4035985469818115,sad,gentle,slow_head_tilt
(I know. You're right. I thought that as well),And how does she feel about you?,"It sounds like you're going through a tough time, and I want you to know that it's okay to feel this way. It's important to acknowledge those feelings and allow yourself to process them. If you want to talk more about what's on your mind, I'm here to listen.",0.004453323527690996,0.13114754098360656,0.0,0.09836065573770493,0.8367346938775511,0.9795918367346939,1.4700806140899658,sad,gentle,slow_head_tilt
"(before he was furloughed, he made very good money.)",I think it would be better if he  were able to come to a sensible financial solution with her. This situation is damaging for everyone.,"It sounds like he was in a good place before the furlough, and it's understandable to feel sad about the changes that have happened. It's tough when things take an unexpected turn, especially when financial stability is involved. If you want to share more about how this is affecting you or him, I'm here to listen.",0.005107786384598448,0.23809523809523808,0.0,0.14285714285714285,0.875,0.9821428571428571,1.2215697765350342,sad,gentle,slow_head_tilt
EVERYBODY!,I hope I have been able to have been of some help to you :) A very happy New Year to you!,It sounds like you might be feeling overwhelmed or frustrated. I'm here to listen if you want to share what's on your mind.,0.010900096978029118,0.21739130434782608,0.0,0.17391304347826086,0.9130434782608695,0.9565217391304348,1.0019636154174805,sad,gentle,slow_head_tilt
Happy New Year!,You just need to press quit and take the survey - it has to be done at your end :),"Happy New Year! I hope this year brings you some joy, even if things feel a bit tough right now. It's okay to feel sad sometimes, and I'm here to listen if you want to share more about how you're feeling.",0.005927305348705561,0.16129032258064516,0.0,0.1290322580645161,0.8780487804878049,0.975609756097561,1.3629069328308105,sad,gentle,slow_head_tilt
could be better,I am sorry to hear that. Would you like to talk about anything specific?,"I'm really sorry to hear that you're feeling this way. It’s tough when things aren’t going well. If you want to talk about what’s on your mind, I’m here to listen.",0.05218398759828462,0.35294117647058826,0.20408163265306123,0.35294117647058826,0.9354838709677419,0.967741935483871,1.1760001182556152,sad,gentle,slow_head_tilt
"thank you, I just don't know what else to do to get a job?",So you're unemployed? I am sorry to hear that. Are you prepared to take jobs that are below your usual level just to get by for a while?,"I'm really sorry to hear that you're feeling this way. Job searching can be incredibly frustrating and disheartening, especially when it feels like you're putting in so much effort without results. It’s completely understandable to feel overwhelmed. If you'd like, I can help brainstorm some ideas or approaches that might make the process a bit easier for you. You're not alone in this.",0.018837132611996946,0.2857142857142857,0.08333333333333333,0.18367346938775508,0.9206349206349206,0.9841269841269841,1.8507654666900635,sad,gentle,slow_head_tilt
have tried that but don't even get an interview,"It's a very difficult time to be out of work, I know. I hope that there is something out there for you. Have you tried employment agencies?","I’m really sorry to hear that you’re feeling this way. It can be incredibly disheartening to put in so much effort without getting the responses you hope for. It's completely understandable to feel sad about this situation. Remember, your worth is not defined by the outcomes of job applications. It’s tough, but I’m here to listen if you want to talk more about it.",0.0047858819807434635,0.26804123711340205,0.021052631578947364,0.12371134020618556,0.859375,0.984375,1.715562105178833,sad,gentle,slow_head_tilt
"yes, I do not qualify for unemployment because I have savings above the min threshold and I also have rental property, which is currently loss making and I can't sell it because it's 30% below market value","Well, on the plus side at least you do have savings .. hopefully this can give you some security for a while","I'm really sorry to hear that you're going through this tough situation. It sounds incredibly frustrating to be in a position where you can't access the support you need, especially when you're dealing with financial challenges. It's understandable to feel overwhelmed when things seem stacked against you. If you want to talk more about it or share what you're feeling, I'm here for you.",0.004453765026369045,0.15217391304347824,0.0,0.10869565217391305,0.84375,0.984375,1.5191364288330078,sad,gentle,slow_head_tilt
"it's almost depleted, been out of work now for nearly 9 months but still can't get unemployment support because of the property that I cannot get rid off else I will declared bankrupt by the mortgage lender",Perhaps bankruptcy might not be a bad option? You would be eligible for some help then at least.,"I'm really sorry to hear that you're going through such a tough time. It sounds incredibly stressful and frustrating to be in a situation where you feel trapped. It's understandable to feel overwhelmed when facing financial difficulties and uncertainty about the future. If you want, I’m here to listen or help you think through your options. You're not alone in this.",0.00422741345345173,0.14285714285714288,0.024390243902439025,0.09523809523809523,0.8360655737704918,0.9836065573770492,1.4658164978027344,sad,gentle,slow_head_tilt
but the cost is 7 years of my future???,So you feel as though you have been working hard all your life and now you need help and support and are not getting it,"That sounds really overwhelming. It's completely understandable to feel sad when you think about sacrificing so much time. Seven years is a significant part of your life, and it's natural to have concerns about what that means for your future. If you’d like to share more about what’s on your mind, I’m here to listen.",0.004971455833015154,0.21176470588235294,0.048192771084337345,0.14117647058823532,0.8727272727272727,0.9818181818181818,1.4394984245300293,sad,gentle,slow_head_tilt
"very well put. seems i am being penalised for working hard, saving and investing? I should have been on more holidays and lived all the way above my means!",I know how you feel .. I sometimes feel I would have been better off if I'd just not bothered working!,"It sounds really frustrating to feel that way, especially when you've put in the effort to work hard and be responsible. It's understandable to wonder if things would have been different if you had taken a different approach. It's tough when it feels like your choices aren't being rewarded. You're not alone in feeling this way, and it's okay to express those feelings.",0.017690034416065356,0.2,0.04545454545454545,0.13333333333333333,0.8412698412698413,0.9841269841269841,1.7228360176086426,sad,gentle,slow_head_tilt
thank you for your help.,You're welcome :) You need to press quit first and take the survey before I can :),"You're welcome. I can sense that you might be going through a tough time. If you want to talk about what's on your mind, I'm here to listen.",0.016891032976324306,0.2978723404255319,0.13333333333333333,0.25531914893617014,0.9285714285714286,0.9642857142857143,1.2956559658050537,sad,gentle,slow_head_tilt
"say i can't quit until we have exchanged 10 messages or spent 15min. I think that has all been done, yes?",Please can you quit and take the survey. I cannot do it till you do and neither of us will get paid if I have to quit.,"It sounds like you're feeling a bit overwhelmed or frustrated. It's okay to feel that way sometimes. If you'd like to talk about what's on your mind, I'm here to listen.",0.006032401726201458,0.1904761904761905,0.0,0.15873015873015875,0.9032258064516129,0.967741935483871,1.2510168552398682,sad,gentle,slow_head_tilt
hi! I am good. you?,I am not so bad thanks. Is there anything on your mind right now?,"I'm here to listen. It sounds like you might be feeling a bit down. If you want to share what's on your mind, I'm here for you.",0.014761667142304912,0.18181818181818182,0.09523809523809525,0.18181818181818182,0.8518518518518519,0.9259259259259259,0.9709618091583252,sad,gentle,slow_head_tilt
Yes I have been wanting to find online jobs like this but it is so competitive,I hear you! I do gig work online too but it can be very difficult to find any. I think a lot more people are working online due to the pandemic.,"I can understand how that must feel really overwhelming. The job market can be tough and it’s completely normal to feel discouraged when you see so much competition. Remember, it’s okay to take your time and find the right opportunity that fits you. You’re not alone in this, and I’m here to support you.",0.009799721254889713,0.22471910112359553,0.022988505747126436,0.15730337078651688,0.8333333333333334,0.9814814814814815,1.7378895282745361,sad,gentle,slow_head_tilt
"totally
1","Are you struggling financially at the moment, then?","It sounds like you're feeling really down right now. I'm here to listen if you want to share what's on your mind. It’s okay to feel sad sometimes, and you don’t have to go through it alone.",0.005011724662824517,0.04,0.0,0.04,0.8918918918918919,0.972972972972973,1.5585286617279053,sad,gentle,slow_head_tilt
"I still have a main job but due to big increase of my house expense, I need to work more, way more",I have not but I appreciate the recommendation! I think that we all need to come together and help each other at this time.,"That sounds really tough. It must be overwhelming to juggle your main job along with the added pressure of increased expenses at home. It's completely understandable to feel stressed in this situation. If you want to talk about it more or share how you're feeling, I'm here to listen.",0.005295924024539148,0.15789473684210525,0.0,0.10526315789473684,0.9387755102040817,0.9795918367346939,1.5020670890808105,sad,gentle,slow_head_tilt
"i have applied to Appen a few times, and they always say there is no position available now","Are you aware that there are organisations that can offer a little help at this time? Food banks for instance, though I know some people feel awkward about accepting such help.","I'm really sorry to hear that you're feeling this way. It can be disheartening to apply for positions and not hear back positively, especially when you're eager for new opportunities. It's completely understandable to feel sad about this situation. Keep in mind that sometimes it takes time to find the right fit, and your persistence is commendable. If you want to talk more about it or explore other options, I'm here for you.",0.004183305296447415,0.18348623853211007,0.0,0.09174311926605504,0.8082191780821918,0.9863013698630136,1.8858528137207031,sad,gentle,slow_head_tilt
"ah yes, food banks, yeah I never thought about it but free food always helps.",I have had to use foodbanks once or twice this year and I did feel a bit bad about it but everyone there was very kind and no-one judged us.,"It’s really great that you’re recognizing the importance of food banks. They can be a lifeline for many people during tough times. It's understandable to feel sad about the situation that leads people to rely on them, but knowing that there are resources available can be a source of comfort. If you want to talk more about it or share how you feel, I'm here for you.",0.008120718936539166,0.17647058823529413,0.02,0.09803921568627452,0.8059701492537313,0.9552238805970149,1.4148106575012207,sad,gentle,slow_head_tilt
If i lose my main job I will use it,There is nothing to be ashamed of in doing so and when you get to a better position you can give back to them.,"I'm really sorry to hear that you're feeling this way. It sounds like you're going through a tough time thinking about your job situation. It's completely understandable to feel sad or anxious about uncertainty in your career. If you want to talk more about it or share what's on your mind, I'm here to listen.",0.005203300368769517,0.16470588235294117,0.0,0.1176470588235294,0.8181818181818182,0.9818181818181818,1.7308850288391113,sad,gentle,slow_head_tilt
Absolutely! Volunteering is a great spirit.,Do you feel you will be getting the vaccine when it is rolled out where you are?,"It sounds like you're feeling a bit better, but I can sense there's still some sadness beneath the surface. Volunteering can indeed be uplifting and fulfilling, but it's okay to acknowledge your feelings too. If you want to talk about what's on your mind, I'm here to listen.",0.005034460682273033,0.17142857142857143,0.0,0.14285714285714288,0.8958333333333334,0.9791666666666666,1.6386799812316895,sad,gentle,slow_head_tilt
how about you,"That is a good idea - yes, I will get it. I think and hope it will help 2021 to be a better year than 2020 has been!","I'm here to support you. It sounds like you might be going through a tough time. If you want to talk about what’s making you feel sad, I'm here to listen.",0.007939087147543497,0.19672131147540983,0.0,0.13114754098360654,0.8064516129032258,0.9032258064516129,1.0686259269714355,sad,gentle,slow_head_tilt
"Great, I agree with you completely.","So, you feel that the New Year might be a turning point for us all?","I'm glad to hear that you're on the same page! It seems like you might be feeling a bit better. If you'd like to talk more about what's on your mind or how you're feeling, I'm here to listen.",0.01320382335228747,0.23333333333333334,0.034482758620689655,0.16666666666666666,0.8461538461538461,0.9743589743589743,2.707902431488037,sad,gentle,slow_head_tilt
I guess summer next year would be,Yes it might take a little while - we are definitely not out of the woods yet and people do need to stick to the regulations to try to mitigate the situation.,"It sounds like you might be reflecting on the future and perhaps feeling a bit down about it. Summer can bring a lot of warmth and joy, but I understand that sometimes it can feel far away or uncertain. If you want to share what's on your mind, I'm here to listen.",0.005923625523450718,0.18823529411764706,0.0,0.16470588235294117,0.8846153846153846,0.9807692307692307,1.1994190216064453,sad,gentle,slow_head_tilt
totally!,I sincerely hope that things pick up for you and for all of us. And that online work remains plentiful :D,It sounds like you might be feeling a bit down. I’m here for you if you want to talk about what’s on your mind or how you’re feeling.,0.014203609079723397,0.11538461538461538,0.04,0.11538461538461538,0.9285714285714286,0.9642857142857143,1.0712003707885742,sad,gentle,slow_head_tilt
How are you?,I AM FINE,"I'm here to listen and support you. It seems like you're feeling a bit sad. If you want to share what's on your mind, I'm here for you.",0.0,0.05714285714285714,0.0,0.05714285714285714,0.8571428571428571,0.9285714285714286,1.0028045177459717,sad,gentle,slow_head_tilt
"I am ok, I'm having a hard time dealing with the pandemic though.",Please how may i be of help,"I'm really sorry to hear that you're having a tough time with the pandemic. It's been such a challenging experience for so many people, and it's completely understandable to feel overwhelmed. If you want to talk about what's on your mind or how you're feeling, I'm here to listen.",0.0037447837904003834,0.06349206349206349,0.0,0.06349206349206349,0.8775510204081632,0.9795918367346939,1.366835355758667,sad,gentle,slow_head_tilt
I am having a hard time being motivated to do anything.,okay,"I'm really sorry to hear that you're feeling this way. It can be tough to find motivation when you're feeling down. It's completely okay to have those days when everything feels overwhelming. Remember, it's important to be kind to yourself and take things one step at a time. If you want to talk more about what's been on your mind, I'm here to listen.",0.00284570245153172,0.02777777777777778,0.0,0.02777777777777778,0.828125,0.96875,1.827214241027832,sad,gentle,slow_head_tilt
Do you have any suggestions that might help me feel better?,I could see how bad you feel because of that,"I'm really sorry to hear that you're feeling this way. It’s tough to go through such emotions. Sometimes, talking about what’s bothering you can help. Do you want to share what's on your mind? Or perhaps taking a walk, listening to some music, or even practicing mindfulness could provide some comfort. It's important to take care of yourself during these times.",0.00422741345345173,0.1558441558441558,0.0,0.10389610389610389,0.9016393442622951,0.9836065573770492,1.9526910781860352,sad,gentle,slow_head_tilt
What do you like to do for yourself when you feel bad?,"It happens anyway, but not all the time","I'm really sorry to hear that you're feeling this way. It's important to take care of yourself during tough times. Many people find comfort in activities like taking a walk, listening to music, or spending time with loved ones. What do you usually do to help yourself feel better?",0.0037447837904003834,0.06666666666666668,0.0,0.06666666666666668,0.8979591836734694,0.9795918367346939,1.303687334060669,sad,gentle,slow_head_tilt
I think it is because we have to stay home to be safe but other people don't listen and more people are dying because of it,"I am like that sometime,  I switch to what I love doing most","I'm really sorry to hear that you're feeling this way. It’s incredibly frustrating and disheartening to see others not taking the situation seriously while so many are suffering. It's completely understandable to feel sad and overwhelmed by the impact of it all. You're not alone in your feelings, and it's okay to express how this situation is affecting you.",0.0036785086103888684,0.07692307692307693,0.0,0.07692307692307693,0.847457627118644,0.9830508474576272,1.4694576263427734,sad,gentle,slow_head_tilt
What do you love doing most?,"do you have anything?, that you love doing most","I appreciate being here to listen and support you. It’s important to have someone to talk to, especially when you’re feeling down. If you want to share more about what’s on your mind, I’m here for you.",0.005959978627465526,0.12,0.0,0.12,0.8648648648648649,0.972972972972973,32.3206832408905,sad,gentle,slow_head_tilt
I like to read,"I love playing soccer game, anytime I am not motivated to work or do anything in office or home, I pick my phone play soccer game. I will laugh, enjoy myself, within 5 minutes , I do gain my morale","It's great that you enjoy reading! Books can be such a wonderful escape and a source of comfort, especially during tough times. What kind of books do you like to read?",0.005938613681491126,0.08450704225352113,0.0,0.056338028169014086,0.9032258064516129,0.967741935483871,1.061769962310791,sad,gentle,slow_head_tilt
"I like that suggestion, thank you","that is good, reading is a good hobby","I'm really glad to hear that! If there's anything else on your mind or if you need more support, I'm here for you.",0.0,0.058823529411764705,0.0,0.058823529411764705,0.9565217391304348,0.9565217391304348,0.9197547435760498,sad,gentle,slow_head_tilt
"I should try soccer, that sounds like fun",It seems you like reading novel,"It’s great that you’re considering trying something new like soccer! It can be a lot of fun and a good way to meet new people. If you’re feeling a bit sad right now, maybe playing soccer could help lift your spirits. It’s perfectly okay to take small steps and find joy in new activities.",0.00402899484413971,0.09375,0.0,0.09375,0.8518518518518519,0.9814814814814815,1.6670594215393066,sad,gentle,slow_head_tilt
I do. I like many books,"very fun, within some minutes , you will be alive back and motivated","It’s great that you enjoy reading! Books can be such a wonderful escape, especially during tough times. If you want to share any favorites or talk about what you love about them, I’m here to listen.",0.006132910803680854,0.08,0.0,0.08,0.8888888888888888,0.9722222222222222,3.486177921295166,sad,gentle,slow_head_tilt
"That is a good idea too, I will use my phone to read too","it is a nice time chatting with you, if your are okay with that you can end the chat.","It's great that you've found a way to engage with reading on your phone. It can be really comforting to lose yourself in a good book, especially when you're feeling down. If you ever need to talk about what you're reading or how you're feeling, I'm here for you.",0.0058609033660640365,0.24324324324324323,0.027777777777777776,0.16216216216216217,0.8775510204081632,0.9795918367346939,1.5612642765045166,sad,gentle,slow_head_tilt
I need some tips to overcome from that problem,Hey. How can I help?,"I'm really sorry to hear that you're feeling this way. It can be tough to face challenges, and it's completely okay to feel sad about it. Sometimes talking about what you're going through can help. If you're comfortable, maybe you could share a bit more about the problem you're dealing with? I'm here to listen and support you.",0.003148013662646501,0.08571428571428573,0.0,0.05714285714285715,0.8103448275862069,0.9827586206896551,1.7434539794921875,sad,gentle,slow_head_tilt
Give me some tips to get succeed in my life,Okay. Well lets start with exactly what the problem is. What kind of tips do you need?,"I can sense that you might be feeling a bit down right now. It's completely okay to have those moments. Success can often feel overwhelming, especially when you're not in the best place emotionally. Remember, it's important to take things one step at a time. Here are a few gentle tips that might help:

1. **Set Small Goals**: Focus on small, achievable goals rather than overwhelming yourself with big dreams. Celebrate each small victory.

2. **Stay Positive**: Surround yourself with positive influences and try to engage in activities that uplift your mood.

3. **Seek Support**: Don’t hesitate to reach out to friends, family, or a professional if you need someone to talk to. Sharing your feelings can lighten the load.

4. **Practice Self-Care**: Take care of your mental and physical health. Simple things like taking a walk, reading, or listening to music can make a difference.

5. **Learn and Grow**: Embrace failures as learning experiences. Each step, even the difficult ones, contributes to your growth.

It's okay to feel sad sometimes, and it's important to be kind to yourself during those times. You’re not alone in this journey.",0.0014923365662290996,0.07511737089201877,0.009478672985781991,0.046948356807511735,0.7606382978723404,0.973404255319149,4.790685415267944,sad,gentle,slow_head_tilt
I was totally upset due to my financial career,Okay I understand. Tell me a little about that.,"I'm really sorry to hear that you're feeling this way. Financial struggles can be incredibly stressful and overwhelming. It's completely understandable to feel upset about it. If you want to talk about what’s been going on, I'm here to listen.",0.004620856909230222,0.14814814814814814,0.0,0.1111111111111111,0.875,0.975,1.4410037994384766,sad,gentle,slow_head_tilt
I had a lot of debts,That is unfortunate. How did you accumulate such debt?,"I'm really sorry to hear that you're dealing with a lot of debt. It can be such a heavy burden to carry, and it's understandable to feel sad about it. You're not alone in this, and it's okay to talk about how you're feeling. If you’d like to share more, I’m here to listen.",0.0033879673215127786,0.1408450704225352,0.0,0.08450704225352113,0.8148148148148148,0.9629629629629629,1.687267780303955,sad,gentle,slow_head_tilt
Because of this covid situation,That's tough. It has personally affect me as well as my financial health as well. I know the frustration.,"I can understand how the ongoing COVID situation can bring about feelings of sadness and uncertainty. It’s been a challenging time for many, and it’s completely normal to feel overwhelmed by everything that’s happening. If you’d like to share more about what you’re going through, I’m here to listen.",0.004453323527690996,0.13333333333333333,0.0273972602739726,0.08,0.8979591836734694,0.9795918367346939,1.8310768604278564,sad,gentle,slow_head_tilt
So please tell me some advice,Well to do so I need a little more information. Have you already taken any steps to help your situation?,"I'm here for you, and I'm sorry to hear that you're feeling sad. It's completely okay to feel this way sometimes. One piece of advice I can offer is to allow yourself to feel your emotions without judgment. Talking about what’s bothering you with someone you trust can also be really helpful. Remember, it’s important to take care of yourself during tough times. If you need someone to listen, I’m here for you.",0.0038930042359815115,0.13999999999999999,0.0,0.08000000000000002,0.7945205479452054,0.958904109589041,1.853376865386963,sad,gentle,slow_head_tilt
yes I arranged a loan in a bank,Okay that is an excellent start. Now to avoid another debt later on. Do you have a job to work with the payments to pay back the loan?,"It sounds like you're going through a lot right now. Arranging a loan can be a stressful experience, and it's completely normal to feel a bit overwhelmed. If you want to talk about it or share what’s on your mind, I’m here to listen.",0.0062589852960783475,0.2105263157894737,0.0,0.13157894736842105,0.8863636363636364,0.9772727272727273,1.5943138599395752,sad,gentle,slow_head_tilt
yes I works in a broad wide company. So I will manage,If I may offer a suggestion. Have you thought of contacting a debt relief program? In some cases they can substantially reduce debt to something much more manageable.,"It sounds like you’re dealing with a lot right now. Managing things in a broad company can be overwhelming, especially if you're feeling down. It’s completely understandable to feel that way. If you want to talk more about what’s on your mind, I’m here to listen.",0.0065020699986389945,0.2531645569620253,0.0,0.15189873417721517,0.9347826086956522,0.9782608695652174,1.8124241828918457,sad,gentle,slow_head_tilt
Hello.,How r u,"Hi there. I can sense that you might be feeling a bit down. If you want to talk about it, I'm here to listen.",0.0,0.0,0.0,0.0,0.9166666666666666,0.9583333333333334,1.0694129467010498,sad,gentle,slow_head_tilt
Not doing too well.,What is your day like,"I'm really sorry to hear that you're not feeling well. It's completely okay to have tough days. If you want to share what's on your mind, I'm here to listen.",0.006244385951234721,0.15,0.0,0.09999999999999999,0.8666666666666667,0.9666666666666667,1.055891990661621,sad,gentle,slow_head_tilt
Bleak and depressing.  How is yours going?,What seems to be the issue,"I'm really sorry to hear that you're feeling this way. It sounds tough, and it’s understandable to feel overwhelmed sometimes. I'm here to listen if you want to talk about what's on your mind.",0.005474870710453651,0.08888888888888889,0.0,0.044444444444444446,0.8823529411764706,0.9705882352941176,1.1782324314117432,sad,gentle,slow_head_tilt
My girlfriend left me and I am all alone.,That is rough. How long ago,"I'm really sorry to hear that you're feeling this way. It must be incredibly painful to go through a breakup and feel alone. It's okay to grieve the relationship and the companionship you had. If you want to talk about it, I'm here to listen.",0.0,0.03636363636363636,0.0,0.03636363636363636,0.8222222222222222,0.9777777777777777,1.9978888034820557,sad,gentle,slow_head_tilt
This happened nine days ago.  I haven't been able to sleep or eat very well this whole time.,I can assume that the relationship was for awhile,"I'm really sorry to hear that you're going through such a tough time. It's completely understandable to feel this way after what you've experienced. It sounds really difficult, and I just want you to know that it's okay to feel sad and overwhelmed. If you feel comfortable sharing more about what's been going on, I'm here to listen.",0.0037436402457449933,0.05405405405405406,0.0,0.05405405405405406,0.7931034482758621,0.9655172413793104,1.6126172542572021,sad,gentle,slow_head_tilt
We were together for six and a half years.,Breakups are hard especially when you have been together for awhile,"I'm really sorry to hear that you're going through a tough time. Ending a long relationship can be incredibly painful, and it's completely normal to feel sad about it. If you want to talk about it, I'm here to listen.",0.004620856909230222,0.03636363636363636,0.0,0.03636363636363636,0.85,0.975,1.3173303604125977,sad,gentle,slow_head_tilt
"Yes, and I think I will miss the pegging the most.  No one can do it better or harder than her.",That was along time. 6 years. WAs the breakup sudden or had it gradually happened over time,"It sounds like you’re dealing with a lot of feelings right now. Missing someone who had such a unique connection with you can be really tough. It's completely okay to feel sad about it. If you want to talk more about what you're going through, I'm here to listen.",0.0037447837904003834,0.05714285714285715,0.0,0.05714285714285715,0.8775510204081632,0.9795918367346939,2.4207968711853027,sad,gentle,slow_head_tilt
"It was probably gradual, but it seemed like all of a sudden at the end.",had there been any disagreements,"It sounds like you're going through a tough time, and I can understand how overwhelming that can feel. Sometimes, changes sneak up on us, and it can leave us feeling lost or sad. If you want to share more about what you’re experiencing, I’m here to listen.",0.0,0.0,0.0,0.0,0.9148936170212766,0.9787234042553191,1.5365328788757324,sad,gentle,slow_head_tilt
Pegging is when she puts on a strap on and pleasures me from behind.  It is definitely a niche fetish.,R u a female,"It sounds like you’re sharing something that’s personal and intimate for you. It's completely okay to have unique preferences and interests. If you're feeling sad or vulnerable about it, know that it's important to feel comfortable with your desires. Everyone has their own experiences and it's perfectly normal to explore what brings you pleasure. How are you feeling about it all?",0.0,0.0,0.0,0.0,0.8688524590163934,0.9836065573770492,1.4753391742706299,sad,gentle,slow_head_tilt
"No I am a male.  But please don't judge me, I am very fragile right now.",i am not judging you in anyway. Helps me better understand,"I’m really sorry to hear that you’re feeling this way. It’s completely okay to feel fragile sometimes. It takes strength to acknowledge those feelings, and I’m here to listen if you want to share more about what’s been going on. You’re not alone in this.",0.005381887058206485,0.12903225806451613,0.0,0.0967741935483871,0.8888888888888888,0.9777777777777777,1.5620734691619873,sad,gentle,slow_head_tilt
