input,reference,full_pred,full_bleu,full_rouge,full_d1,full_d2,full_latency,base_pred,base_bleu,base_rouge,base_d1,base_d2,base_latency
"Yes, it was.. worst I ever seen..",I wish you all the very best for 2021. I hope that you get to get together with your band again and rock!,"I'm really sorry to hear that you're feeling this way. It sounds like you've been through a tough experience. If you want to talk about it, I'm here to listen.",0.00821807407726565,0.14035087719298242,0.9,0.9666666666666667,1.5145645141601562,I understand. Can you tell me more?,0.0039949796914081,0.13333333333333333,1.0,0.8571428571428571,0.0
Thanks for your time and support.,"Yes, all we need to do is be patient! Have a great New Year and thanks for talking.","You're very welcome. I'm here for you, and I'm glad to support you. If you want to talk about anything or just share how you're feeling, I'm here to listen.",0.00821807407726565,0.07547169811320754,0.8333333333333334,0.9333333333333333,1.5319383144378662,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
Too many decisions. I don't know what to do.,I am sorry to hear that but I am happy to listen and help you if I can,"It sounds like you're feeling overwhelmed with all the choices in front of you. It's completely understandable to feel that way when there are so many decisions to make. Take a moment to breathe and give yourself permission to feel this way. If you'd like, we can talk through some of those decisions together.",0.00506619280504146,0.16,0.8888888888888888,0.9629629629629629,2.2148852348327637,I understand. Can you tell me more?,0.008160653160802802,0.16,1.0,0.8571428571428571,0.0
He lied about everything.,"Well, let's try to take it one problem at a time so's not to get overwhelmed. What is your biggest problem at the moment?","I’m really sorry to hear that. It’s incredibly painful when someone you trust isn’t honest with you. It’s completely understandable to feel hurt and upset in this situation. If you want to talk about it, I'm here for you.",0.005641822153183602,0.1142857142857143,0.8717948717948718,0.9743589743589743,2.0416970252990723,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
"ANd, no. We haven't broken up yet.",Ah I totally hear you .. the old 'we're getting divorced' line. I've been in that one! You are well out of this.,"I'm really sorry to hear that you're feeling this way. It sounds like you're going through a tough time. If you want to talk about what's on your mind, I'm here to listen.",0.007434360163166208,0.16129032258064516,0.8787878787878788,0.9696969696969697,1.4573161602020264,I understand. Can you tell me more?,0.0039949796914081,0.12903225806451613,1.0,0.8571428571428571,0.0
He has such pretty words.,From personal experience I think that if they say they're going to get divorced and then drag their feet it is never going to happen.,"It sounds like you might be feeling a bit overwhelmed or touched by what he says. It's always special when someone expresses themselves beautifully, but it can also bring up mixed emotions. If you’d like to share more about what you’re feeling, I’m here to listen.",0.0052608684749981885,0.07894736842105263,0.9347826086956522,0.9782608695652174,1.8509814739227295,I understand. Can you tell me more?,0.002524485841461879,0.060606060606060615,1.0,0.8571428571428571,0.0
My stupid emotions are clouding things.,"Well, if you were to give him an ultimatum what do you think he would say?","I'm really sorry to hear that you're feeling this way. It's completely normal to have emotions that can feel overwhelming at times. It's okay to acknowledge them; they’re a part of being human. If you want to share more about what you're going through, I'm here to listen.",0.005034460682273033,0.14084507042253522,0.8333333333333334,0.9791666666666666,3.0900938510894775,I understand. Can you tell me more?,0.009131698392329843,0.08695652173913043,1.0,0.8571428571428571,0.0
Too soon to tell.,I can tell that you feel that you are being cheated here. I can't tell you what to do but don't you think you deserve better?,"It sounds like you're going through a difficult time, and it's completely okay to feel uncertain. Sometimes, things take time to unfold, and it can be really challenging to navigate those feelings. I'm here for you if you want to talk about it.",0.006409912521492096,0.16216216216216214,0.8837209302325582,0.9767441860465116,1.9941973686218262,I understand. Can you tell me more?,0.0028801239866996734,0.2285714285714286,1.0,0.8571428571428571,0.0
I guess that's what I'm trying to figure out. Should I give him time to prove himself now that he's backed into a corner.,It's not for me to say but I wonder if he's really going to change as he has not already.,"It sounds like you're in a really tough spot, and it's completely understandable to feel uncertain about what to do next. Giving someone time can be a difficult decision, especially when trust is at stake. It’s important to consider your own feelings and boundaries as well. Whatever you decide, just know that it's okay to take the time you need to figure things out. How are you feeling about the situation overall?",0.0035676357226670386,0.12244897959183672,0.8333333333333334,0.9861111111111112,3.732166290283203,I understand. Can you tell me more?,0.006132545547006367,0.06896551724137931,1.0,0.8571428571428571,0.0
I agree with you. It's one of my fears.,How do your children feel about this? And his?,"I'm really sorry to hear that you're feeling this way. It's completely understandable to have fears, and it’s important to talk about them. If you want to share more about what’s on your mind, I'm here to listen.",0.00579653593359586,0.11320754716981131,0.8421052631578947,0.9736842105263158,1.9239835739135742,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
His kids actually asked if they could come live with me while he and his (ex?) figured their shit out.,"Yes, I can imagine that it is. It is always really difficult when children are involved. I know you would not want your children to be hurt","That sounds really tough for everyone involved. It's understandable to feel a mix of emotions when kids are caught in the middle of adult situations. It shows how much they trust you and want stability, but it must also be a heavy responsibility for you. How are you feeling about it all?",0.006263471403879857,0.17499999999999996,0.8846153846153846,0.9807692307692307,2.1951675415039062,I understand. Can you tell me more?,0.0022560374287911196,0.17647058823529413,1.0,0.8571428571428571,0.0
"Indeed I don't, you're right.",I hear you. Covid has disrupted the whole world so might this year! I can't wait for it to be over.,"I'm really sorry to hear that you're feeling this way. It can be tough when things seem overwhelming or unclear. If you want to talk about what's on your mind, I'm here to listen.",0.0077426364109627836,0.19999999999999998,0.9117647058823529,0.9705882352941176,1.985959768295288,I understand. Can you tell me more?,0.004470346785554712,0.13793103448275862,1.0,0.8571428571428571,0.0
But now it seems like it will hurt them if I break up with him.,But it will hurt them more the longer the situation goes on :(,"I’m really sorry to hear that you’re feeling this way. It’s so tough to be in a situation where you’re worried about hurting someone else. Your feelings are valid, and it’s understandable to be concerned about the impact of your decision on others. It's important to take care of yourself too, though. If you want to talk more about it, I'm here to listen.",0.004024431001434524,0.0963855421686747,0.84375,0.96875,2.9685099124908447,I understand. Can you tell me more?,0.0,0.10526315789473685,1.0,0.8571428571428571,0.0
And this is all a part of why this is not a simple situation.,Well it surely could not be worse :),"I can sense that you're going through a tough time, and it's completely understandable that this situation feels complex and overwhelming. It's okay to feel that way. If you want to share more about what's on your mind, I'm here to listen.",0.0,0.037037037037037035,0.8809523809523809,0.9761904761904762,1.9494681358337402,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
"She lives in her bedroom. Only comes out to work two nights a week. DOesn't want to have anything to do with her kids (5, 9, 11, 13)",(sorry was afk let me catch up),"It sounds like a really tough situation for everyone involved. It must be challenging to see someone you care about so withdrawn and distant, especially from her own children. It’s understandable to feel sad about it, as it affects not just her, but also the kids who may be feeling confused or hurt. If you want to talk more about it, I'm here to listen.",0.0,0.0,0.8615384615384616,0.9692307692307692,2.663372039794922,I understand. Can you tell me more?,0.033031643180138064,0.14285714285714285,1.0,0.8571428571428571,0.0
And she and my BF have been living that way for three years. Over a year before I even met him.,Is it possible she is suffering from depression?,"I'm really sorry to hear that you're feeling this way. It sounds like a really tough situation to be in, especially when you think about the history they have together. It's understandable to feel sad about it. If you want to talk more about what's on your mind, I'm here to listen.",0.0,0.030769230769230767,0.8269230769230769,0.9807692307692307,2.070089340209961,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
I would all but guarantee it.,It just worries me that he might treat you the same way if you were ever in the same position,It sounds like you might be feeling a bit weighed down by something. I’m here to listen if you want to share more about what's on your mind.,0.017860092878992276,0.16,0.9285714285714286,0.9642857142857143,2.5844566822052,I understand. Can you tell me more?,0.006132545547006367,0.07407407407407408,1.0,0.8571428571428571,0.0
(I know. You're right. I thought that as well),And how does she feel about you?,"It sounds like you're going through a tough time, and I want you to know that it's okay to feel this way. Sometimes we can be really hard on ourselves, especially when things don't go as we hoped. If you want to share more about what’s on your mind, I’m here to listen.",0.00410726430147258,0.0923076923076923,0.8679245283018868,0.9811320754716981,1.73514723777771,I understand. Can you tell me more?,0.0,0.14285714285714285,1.0,0.8571428571428571,0.0
"(before he was furloughed, he made very good money.)",I think it would be better if he  were able to come to a sensible financial solution with her. This situation is damaging for everyone.,"It sounds like you’re feeling a sense of loss and uncertainty right now. It’s tough when someone’s financial stability is shaken, especially after experiencing success. If you want to talk more about it, I’m here to listen.",0.007494276366370973,0.12121212121212122,0.972972972972973,0.972972972972973,1.5643277168273926,I understand. Can you tell me more?,0.002524485841461879,0.0625,1.0,0.8571428571428571,0.0
EVERYBODY!,I hope I have been able to have been of some help to you :) A very happy New Year to you!,It sounds like you might be feeling overwhelmed or frustrated. I'm here for you if you want to talk about what's on your mind.,0.009410489957951634,0.12765957446808512,0.9166666666666666,0.9583333333333334,1.8290307521820068,I understand. Can you tell me more?,0.0046084687273252435,0.14285714285714285,1.0,0.8571428571428571,0.0
Happy New Year!,You just need to press quit and take the survey - it has to be done at your end :),"Happy New Year! I hope this new year brings you moments of joy and hope, even if things feel a bit heavy right now. It's completely okay to feel sad sometimes. If you want to talk about it, I'm here for you.",0.00578083904183164,0.1290322580645161,0.9285714285714286,0.9761904761904762,2.8313817977905273,I understand. Can you tell me more?,0.0,0.08,1.0,0.8571428571428571,0.0
could be better,I am sorry to hear that. Would you like to talk about anything specific?,"I'm really sorry to hear that you're feeling this way. It's okay to have tough days, and it's important to acknowledge those feelings. If you'd like to talk about what's on your mind, I'm here to listen.",0.09021619958418027,0.3448275862068965,0.8648648648648649,0.972972972972973,1.524078130722046,I understand. Can you tell me more?,0.014450843425723598,0.19047619047619047,1.0,0.8571428571428571,0.0
"thank you, I just don't know what else to do to get a job?",So you're unemployed? I am sorry to hear that. Are you prepared to take jobs that are below your usual level just to get by for a while?,"I'm really sorry to hear that you're feeling this way. Job searching can be incredibly tough and disheartening at times. It's completely understandable to feel overwhelmed and unsure about what to do next. If you want, we can talk about some strategies or resources that might help you feel a bit more supported during this process. You’re not alone in this.",0.01947053359457094,0.19148936170212766,0.8524590163934426,0.9836065573770492,1.8759973049163818,That sounds difficult. What do you think you can do?,0.0034886893419864254,0.10256410256410257,0.9,0.9,0.0
have tried that but don't even get an interview,"It's a very difficult time to be out of work, I know. I hope that there is something out there for you. Have you tried employment agencies?","I'm really sorry to hear that you're feeling this way. It can be incredibly disheartening to put yourself out there and not get the responses you hope for. It's completely understandable to feel sad about it. Remember, you're not alone in this, and many people face similar challenges. If you want to talk more about it or share what you've been experiencing, I'm here for you.",0.010369624853513556,0.14,0.8636363636363636,0.9848484848484849,2.597337245941162,I understand. Can you tell me more?,0.0022560374287911196,0.1142857142857143,1.0,0.8571428571428571,0.0
"yes, I do not qualify for unemployment because I have savings above the min threshold and I also have rental property, which is currently loss making and I can't sell it because it's 30% below market value","Well, on the plus side at least you do have savings .. hopefully this can give you some security for a while","I'm really sorry to hear that you're going through such a tough time. It sounds incredibly frustrating to be in a situation where you feel stuck and unable to access the support you need. Balancing savings and property can be so challenging, especially when things aren't going as planned. It's completely understandable to feel sad about this. If you want to talk more about it or share how you’re feeling, I’m here to listen.",0.0038392947617598254,0.09900990099009901,0.8243243243243243,0.9864864864864865,2.481128215789795,I understand. Can you tell me more?,0.0038752448326166435,0.14285714285714285,1.0,0.8571428571428571,0.0
"it's almost depleted, been out of work now for nearly 9 months but still can't get unemployment support because of the property that I cannot get rid off else I will declared bankrupt by the mortgage lender",Perhaps bankruptcy might not be a bad option? You would be eligible for some help then at least.,"I'm really sorry to hear that you're going through such a tough time. It sounds incredibly stressful to be in a situation where you're struggling to find work and feeling trapped by your financial circumstances. It's completely understandable to feel sad and overwhelmed. Please know that you're not alone in this, and it's okay to reach out for support from friends, family, or professionals who can help you navigate through these challenges.",0.0037723154915721355,0.10416666666666667,0.8333333333333334,0.9722222222222222,2.4389524459838867,I understand. Can you tell me more?,0.0,0.08,1.0,0.8571428571428571,0.0
but the cost is 7 years of my future???,So you feel as though you have been working hard all your life and now you need help and support and are not getting it,"That sounds incredibly tough. It's completely understandable to feel overwhelmed when you think about the time and effort that might be involved. Seven years is a significant part of your life, and it's natural to feel sad about that. If you want to talk more about what you're facing, I'm here to listen.",0.005405463811495536,0.14634146341463414,0.8490566037735849,0.9622641509433962,2.355489492416382,I understand. Can you tell me more?,0.002524485841461879,0.0625,1.0,0.8571428571428571,0.0
"very well put. seems i am being penalised for working hard, saving and investing? I should have been on more holidays and lived all the way above my means!",I know how you feel .. I sometimes feel I would have been better off if I'd just not bothered working!,"It sounds like you're feeling really frustrated and disheartened by your situation. It's tough when it feels like your hard work and discipline aren't being recognized or rewarded. It’s completely understandable to feel sad about that. Sometimes it seems like the system doesn’t favor those who try to do the right thing. Remember, it's okay to feel this way, and you're not alone in experiencing these feelings.",0.0035735700236242435,0.10526315789473684,0.835820895522388,0.9701492537313433,2.770939826965332,I understand. Can you tell me more?,0.005316168203911209,0.14285714285714285,1.0,0.8571428571428571,0.0
thank you for your help.,You're welcome :) You need to press quit first and take the survey before I can :),"You're welcome. I can sense that you're feeling sad right now, and I'm here for you. If you want to talk about what's on your mind, I'm here to listen.",0.016604746091696276,0.23529411764705876,0.9,0.9333333333333333,1.2158405780792236,I understand. Can you tell me more?,0.007916067523495003,0.17391304347826086,1.0,0.8571428571428571,0.0
"say i can't quit until we have exchanged 10 messages or spent 15min. I think that has all been done, yes?",Please can you quit and take the survey. I cannot do it till you do and neither of us will get paid if I have to quit.,"It sounds like you might be feeling a bit overwhelmed or stuck right now. It's completely okay to feel that way. If you need to talk about anything or just share what’s on your mind, I'm here to listen.",0.006243702571093031,0.14492753623188406,0.8974358974358975,0.9743589743589743,1.3655216693878174,I understand. Can you tell me more?,0.0022560374287911196,0.11764705882352941,1.0,0.8571428571428571,0.0
hi! I am good. you?,I am not so bad thanks. Is there anything on your mind right now?,"I'm here for you, but I sense that you might be feeling a bit sad. If you want to share what's on your mind, I'm here to listen.",0.015718877363021206,0.17777777777777778,0.8571428571428571,0.9285714285714286,1.1938862800598145,I understand. Can you tell me more?,0.012151662434083676,0.09523809523809523,1.0,0.8571428571428571,0.0
Yes I have been wanting to find online jobs like this but it is so competitive,I hear you! I do gig work online too but it can be very difficult to find any. I think a lot more people are working online due to the pandemic.,"I understand how overwhelming it can feel when you're trying to find a job in such a competitive environment. It’s tough to put yourself out there, especially when it seems like there are so many others vying for the same opportunities. Just know that it's completely normal to feel this way, and many others share your feelings. If you want to talk more about your job search or share what’s been on your mind, I’m here to listen.",0.008742637130044476,0.14035087719298248,0.8205128205128205,0.9743589743589743,1.8881101608276367,That sounds difficult. What do you think you can do?,0.0034013730595258192,0.0975609756097561,0.9,0.9,0.0
"totally
1","Are you struggling financially at the moment, then?","It sounds like you're feeling really down right now. I'm here for you if you want to talk about what's on your mind. It's okay to feel sad sometimes, and sharing what you're going through can help.",0.005011724662824517,0.04,0.918918918918919,0.972972972972973,1.4790215492248535,I understand. Can you tell me more?,0.028634401465295497,0.13333333333333333,1.0,0.8571428571428571,0.0
"I still have a main job but due to big increase of my house expense, I need to work more, way more",I have not but I appreciate the recommendation! I think that we all need to come together and help each other at this time.,"I'm really sorry to hear that you're feeling this way. It sounds like you're dealing with a lot of stress and pressure right now. Balancing a main job and the need to work more can be overwhelming, especially with financial concerns weighing on your mind. It’s completely understandable to feel sad in this situation. If you want to talk more about it, I’m here to listen.",0.007674381043121215,0.10526315789473685,0.8484848484848485,0.9848484848484849,1.784794569015503,That sounds difficult. What do you think you can do?,0.005204512922773221,0.058823529411764705,0.9,0.9,0.0
"i have applied to Appen a few times, and they always say there is no position available now","Are you aware that there are organisations that can offer a little help at this time? Food banks for instance, though I know some people feel awkward about accepting such help.","I'm really sorry to hear that you're feeling this way. It can be really discouraging to apply for positions and not get the responses you're hoping for. It’s tough when it feels like your efforts aren’t leading to opportunities. If you’d like, I can help you brainstorm other options or ways to improve your applications. You're not alone in this.",0.0049453608018383164,0.1020408163265306,0.8666666666666667,0.9833333333333333,2.3729400634765625,I understand. Can you tell me more?,0.0012740252199661345,0.052631578947368425,1.0,0.8571428571428571,0.0
"ah yes, food banks, yeah I never thought about it but free food always helps.",I have had to use foodbanks once or twice this year and I did feel a bit bad about it but everyone there was very kind and no-one judged us.,"It's really great that you recognize the importance of food banks. They can provide crucial support for people in need. It’s understandable to feel a bit sad thinking about how many people rely on them, but it’s also heartening to know that there are resources out there to help. If you want to talk more about it or share your thoughts, I'm here for you.",0.02018991770041733,0.13999999999999999,0.8615384615384616,0.9846153846153847,2.506310224533081,I understand. Can you tell me more?,0.0012358409883572797,0.052631578947368425,1.0,0.8571428571428571,0.0
If i lose my main job I will use it,There is nothing to be ashamed of in doing so and when you get to a better position you can give back to them.,"I'm really sorry to hear that you're feeling this way. It sounds like you're going through a tough time, and I can only imagine how stressful thinking about job loss must be. It's completely understandable to feel sad about it. If you want to talk more about it or share what's on your mind, I'm here to listen.",0.005120485239565197,0.11363636363636363,0.8793103448275862,0.9827586206896551,3.5988340377807617,That sounds difficult. What do you think you can do?,0.012180367867182329,0.23529411764705882,0.9,0.9,0.0
Absolutely! Volunteering is a great spirit.,Do you feel you will be getting the vaccine when it is rolled out where you are?,"It sounds like you recognize the positive impact volunteering can have, not just on others, but also on ourselves. It's wonderful to see that kind of spirit, even when things might feel a bit overwhelming. If you'd like to share more about your thoughts on volunteering or how it makes you feel, I'm here to listen.",0.005107786384598448,0.13157894736842105,0.875,0.9821428571428571,2.304199695587158,I understand. Can you tell me more?,0.007916067523495003,0.08333333333333333,1.0,0.8571428571428571,0.0
how about you,"That is a good idea - yes, I will get it. I think and hope it will help 2021 to be a better year than 2020 has been!","I'm here for you, and I can sense that you're feeling down. If you'd like to talk about what's on your mind, I'm here to listen and support you.",0.008517399705356638,0.09836065573770492,0.8620689655172413,0.9310344827586207,1.443371057510376,I understand. Can you tell me more?,0.0016445486773124206,0.058823529411764705,1.0,0.8571428571428571,0.0
"Great, I agree with you completely.","So, you feel that the New Year might be a turning point for us all?","I'm glad to hear that! If there's something specific on your mind that you'd like to discuss or share, I'm here for you. It sounds like you might be feeling a bit down, and it's okay to talk about it.",0.01286057341226582,0.13333333333333333,0.9,0.975,1.4546995162963867,I understand. Can you tell me more?,0.010534007609331637,0.09090909090909091,1.0,0.8571428571428571,0.0
I guess summer next year would be,Yes it might take a little while - we are definitely not out of the woods yet and people do need to stick to the regulations to try to mitigate the situation.,"It sounds like you might be feeling a bit down about the future. Summer can bring a lot of hope and joy, but I understand if it feels a little distant right now. If you want to talk about what’s on your mind, I’m here to listen.",0.012041494936658497,0.17500000000000002,0.8936170212765957,0.9787234042553191,1.8693971633911133,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
totally!,I sincerely hope that things pick up for you and for all of us. And that online work remains plentiful :D,It sounds like you're feeling a bit down. I'm here for you if you want to talk about what's on your mind. It's okay to feel sad sometimes.,0.014203609079723397,0.11320754716981132,0.9285714285714286,0.9642857142857143,1.7147173881530762,I understand. Can you tell me more?,0.005316168203911209,0.14285714285714285,1.0,0.8571428571428571,0.0
How are you?,I AM FINE,"I'm here for you. It sounds like you might be going through a tough time. If you want to talk about what's on your mind, I'm here to listen.",0.0,0.05714285714285714,0.8620689655172413,0.9310344827586207,1.1715807914733887,I understand. Can you tell me more?,0.033031643180138064,0.2,1.0,0.8571428571428571,0.0
"I am ok, I'm having a hard time dealing with the pandemic though.",Please how may i be of help,"I'm really sorry to hear that you're feeling this way. The pandemic has been incredibly challenging for so many people, and it's completely understandable to feel overwhelmed. It's important to acknowledge those feelings and know that you're not alone in this. If you want to talk more about what's on your mind, I'm here to listen.",0.0,0.028571428571428567,0.8571428571428571,0.9642857142857143,1.7303550243377686,I understand. Can you tell me more?,0.0,0.14285714285714285,1.0,0.8571428571428571,0.0
I am having a hard time being motivated to do anything.,okay,"I'm really sorry to hear that you're feeling this way. It’s tough when motivation feels out of reach. It's completely normal to have days like this, and it's okay to take a step back and give yourself the time you need. If you want to talk more about what's been on your mind, I'm here to listen.",0.0032047574588556275,0.03076923076923077,0.8771929824561403,0.9824561403508771,2.292450189590454,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
Do you have any suggestions that might help me feel better?,I could see how bad you feel because of that,"I'm really sorry to hear that you're feeling this way. It’s completely okay to have tough days. Sometimes, simple things like taking a short walk, listening to your favorite music, or talking to a friend can help lift your spirits a bit. It's important to take care of yourself and give yourself the space to feel what you're feeling. If you want to talk more about it, I'm here to listen.",0.0036189818063156495,0.09195402298850576,0.8169014084507042,0.9859154929577465,2.542170763015747,I understand. Can you tell me more?,0.02558948059670209,0.23529411764705882,1.0,0.8571428571428571,0.0
What do you like to do for yourself when you feel bad?,"It happens anyway, but not all the time","I'm really sorry to hear that you're feeling this way. When people feel bad, they often find comfort in activities like talking to a friend, going for a walk, or engaging in a hobby they enjoy. It's important to take care of yourself during tough times. What usually helps you when you're feeling down?",0.0,0.0606060606060606,0.8518518518518519,0.9629629629629629,1.8171546459197998,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
I think it is because we have to stay home to be safe but other people don't listen and more people are dying because of it,"I am like that sometime,  I switch to what I love doing most","I'm really sorry to hear that you're feeling this way. It can be incredibly frustrating and disheartening to see others not taking the situation seriously, especially when it affects so many lives. It's completely understandable to feel sad about this. You're not alone in your concerns, and it's okay to feel overwhelmed by it all. If you need someone to talk to about how you're feeling, I'm here for you.",0.003087626696985844,0.0888888888888889,0.8285714285714286,0.9714285714285714,4.692593812942505,I understand. Can you tell me more?,0.014017732413740807,0.1,1.0,0.8571428571428571,0.0
What do you love doing most?,"do you have anything?, that you love doing most","I appreciate being here to listen and support you. It’s important to me to create a space where you feel understood. If you’d like to share what’s on your mind, I’m here for you.",0.005474870710453651,0.0851063829787234,0.8529411764705882,0.9705882352941176,1.747755765914917,I understand. Can you tell me more?,0.024822529802838878,0.125,1.0,0.8571428571428571,0.0
I like to read,"I love playing soccer game, anytime I am not motivated to work or do anything in office or home, I pick my phone play soccer game. I will laugh, enjoy myself, within 5 minutes , I do gain my morale","It's wonderful that you enjoy reading! Books can be such a great escape and a source of comfort, especially during tough times. If you ever want to share what you're reading or how it makes you feel, I'm here to listen.",0.005927305348705561,0.07228915662650602,0.9024390243902439,0.975609756097561,1.3818581104278564,I understand. Can you tell me more?,0.00029617057373705066,0.043478260869565216,1.0,0.8571428571428571,0.0
"I like that suggestion, thank you","that is good, reading is a good hobby","I'm really glad to hear that! If you're feeling a bit down, remember that it's okay to have those moments. I'm here to listen if you want to share more about what's on your mind.",0.0063161840849674045,0.08333333333333334,0.8857142857142857,0.9714285714285714,1.9772427082061768,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
"I should try soccer, that sounds like fun",It seems you like reading novel,"It's great that you're considering trying soccer! It can be a really enjoyable way to get active and connect with others. If you're feeling a bit down, engaging in a sport like soccer might also help lift your spirits. Just remember to take it at your own pace and have fun with it!",0.00410726430147258,0.09677419354838708,0.8679245283018868,0.9811320754716981,1.2639193534851074,I understand. Can you tell me more?,0.033031643180138064,0.15384615384615383,1.0,0.8571428571428571,0.0
I do. I like many books,"very fun, within some minutes , you will be alive back and motivated","It's wonderful that you enjoy reading! Books can be such a comforting escape, especially when you're feeling low. Is there a particular book or genre that resonates with you right now?",0.007173775053353474,0.08888888888888888,0.9032258064516129,0.967741935483871,1.2622931003570557,I understand. Can you tell me more?,0.014017732413740807,0.10526315789473685,1.0,0.8571428571428571,0.0
"That is a good idea too, I will use my phone to read too","it is a nice time chatting with you, if your are okay with that you can end the chat.","It sounds like you're trying to find ways to cope, and using your phone to read can be a great escape. It's okay to look for comfort in different activities, especially when you're feeling down. If you ever want to talk about what's on your mind, I'm here to listen.",0.005484236895303142,0.13513513513513514,0.86,0.98,2.0568671226501465,I understand. Can you tell me more?,0.005948744994357206,0.07692307692307693,1.0,0.8571428571428571,0.0
I need some tips to overcome from that problem,Hey. How can I help?,"I’m really sorry to hear that you’re feeling this way. It’s tough to face challenges, and it’s completely understandable to feel sad about it. Sometimes just talking about what you're going through can help. Would you like to share more about the problem? I’m here to listen and support you.",0.00366753025392797,0.06557377049180328,0.84,0.98,1.7567784786224365,I understand. Can you tell me more?,0.033031643180138064,0.16666666666666666,1.0,0.8571428571428571,0.0
Give me some tips to get succeed in my life,Okay. Well lets start with exactly what the problem is. What kind of tips do you need?,"I can sense that you might be feeling a bit down right now, and I want you to know that it’s completely okay to feel that way. It’s important to acknowledge your feelings. When it comes to succeeding in life, it can often feel overwhelming, especially during tough times. 

Here are a few gentle tips that might help you on your journey:

1. **Set Small Goals**: Start with manageable goals that you can achieve. It can boost your confidence and motivation.
   
2. **Focus on Self-Care**: Take time for yourself. Engage in activities that bring you joy or relaxation.

3. **Seek Support**: Don’t hesitate to reach out to friends, family, or professionals who can provide support and encouragement.

4. **Stay Positive**: Try to focus on the positives in your life, no matter how small they may seem.

5. **Learn from Setbacks**: Remember that everyone faces challenges. Use them as opportunities to learn and grow.

6. **Be Patient with Yourself**: Success takes time, and it’s okay to move at your own pace.

You’re not alone in this, and it's okay to take things one step at a time.",0.0013630964963078467,0.04761904761904762,0.7311827956989247,0.978494623655914,3.859722852706909,I understand. Can you tell me more?,0.007916067523495003,0.08333333333333333,1.0,0.8571428571428571,0.0
I was totally upset due to my financial career,Okay I understand. Tell me a little about that.,"I'm really sorry to hear that you're feeling this way. Financial struggles can be incredibly stressful and disheartening. It's understandable to feel disappointed or overwhelmed. If you'd like to talk more about what's been going on, I'm here to listen.",0.004620856909230222,0.10909090909090909,0.9,0.975,1.4210822582244873,I understand. Can you tell me more?,0.05809334108283256,0.5,1.0,0.8571428571428571,0.0
I had a lot of debts,That is unfortunate. How did you accumulate such debt?,"I'm really sorry to hear that you're going through such a tough time with your debts. It can feel overwhelming, and it's completely understandable to feel sad about it. If you want to talk more about it or share how you're feeling, I'm here to listen.",0.004753731294736233,0.13333333333333333,0.8478260869565217,0.9782608695652174,1.7055561542510986,I understand. Can you tell me more?,0.024822529802838878,0.125,1.0,0.8571428571428571,0.0
Because of this covid situation,That's tough. It has personally affect me as well as my financial health as well. I know the frustration.,"I can understand how the ongoing COVID situation can be really tough and overwhelming. Many people are feeling a sense of sadness and uncertainty right now. It's completely normal to feel this way. If you want to talk about it or share more about how you’re feeling, I’m here to listen.",0.004273297457822545,0.08108108108108109,0.8823529411764706,0.9803921568627451,1.6068925857543945,I understand. Can you tell me more?,0.007074289872626415,0.07407407407407408,1.0,0.8571428571428571,0.0
So please tell me some advice,Well to do so I need a little more information. Have you already taken any steps to help your situation?,"I'm here for you, and I understand that things might feel tough right now. It can be really helpful to talk about what you're going through or to share your feelings. Sometimes, just expressing what you're feeling can lighten the load a little. If you're looking for advice, maybe consider small steps you can take to care for yourself—like getting some fresh air, reaching out to a friend, or even just taking a moment to breathe deeply. It's okay to feel sad, and it's important to be gentle with yourself during these times.",0.003161446527541634,0.09999999999999999,0.7849462365591398,0.978494623655914,2.7385153770446777,I understand. Can you tell me more?,0.006132545547006367,0.14814814814814817,1.0,0.8571428571428571,0.0
yes I arranged a loan in a bank,Okay that is an excellent start. Now to avoid another debt later on. Do you have a job to work with the payments to pay back the loan?,"It sounds like you've taken a significant step by arranging a loan. That can be a lot to deal with, and it’s understandable if it’s weighing on your mind. If you want to share more about how you're feeling or any concerns you have, I'm here to listen.",0.005720251726917803,0.14814814814814814,0.875,0.9791666666666666,1.8737235069274902,I understand. Can you tell me more?,0.0016445486773124206,0.05714285714285715,1.0,0.8571428571428571,0.0
yes I works in a broad wide company. So I will manage,If I may offer a suggestion. Have you thought of contacting a debt relief program? In some cases they can substantially reduce debt to something much more manageable.,"It sounds like you're dealing with a lot right now, especially if you're feeling sad. Managing in a broad company can be challenging, and it’s completely okay to feel overwhelmed. If you ever want to talk about what's on your mind or how you're feeling, I'm here to listen.",0.0058609033660640365,0.12048192771084339,0.8979591836734694,0.9795918367346939,2.7082526683807373,I understand. Can you tell me more?,0.0019557089880282456,0.17142857142857143,1.0,0.8571428571428571,0.0
